temperature,humidity,wind_speed,UVA,AOD,sex,age,height,weight,BMI,comfort_temperature,comfort_humidity,comfort_wind,comfort_UVA,comfort_AOD,age_group,BMI_group
22.6,72.5,3.9,9.1,0.41,female,48,178.2,80.2,25.3,0.9800000000000001,0.55,0.8049999999999999,0.1416666666666667,0.5900000000000001,middle,overweight
36.9,29.5,11.3,6.2,0.73,male,41,167.5,67.9,24.2,0.30500000000000005,0.5900000000000001,0.43499999999999994,0.4833333333333333,0.27,middle,normal
39.5,24.7,1.4,2.5,0.89,male,77,181.3,88.1,26.8,0.0,0.494,0.93,0.7916666666666666,0.009999999999999981,elderly,overweight
29.1,88.3,4.8,6.5,0.05,female,62,159.4,63.4,25.0,0.7949999999999999,0.2340000000000001,0.76,0.3583333333333334,0.85,senior,overweight
14.8,87.0,5.8,9.2,0.94,female,20,158.0,64.9,26.0,0.5900000000000001,0.26,0.71,0.1333333333333334,0.06000000000000005,young,overweight
37.2,24.2,9.3,10.7,0.54,female,54,178.6,61.5,19.3,0.38999999999999985,0.484,0.5349999999999999,0.008333333333333387,0.45999999999999996,senior,normal
25.5,51.0,2.4,9.5,0.72,male,60,175.8,53.2,17.2,0.875,0.98,0.88,0.20833333333333337,0.28,senior,underweight
14.6,33.0,12.9,2.3,0.86,female,57,165.4,82.2,30.0,0.6799999999999999,0.6599999999999999,0.355,0.7083333333333334,0.14,senior,obese
37.7,54.0,6.7,7.2,0.49,male,72,158.6,102.8,40.9,0.0,0.92,0.665,0.4,0.41000000000000003,elderly,obese
32.7,78.1,13.8,4.0,0.84,male,56,184.6,64.3,18.9,0.5149999999999999,0.43800000000000017,0.20999999999999994,0.6666666666666667,0.16000000000000003,senior,normal
32.0,86.5,7.0,0.1,0.22,male,32,152.8,59.8,25.6,0.55,0.27,0.65,0.9916666666666667,0.78,middle,overweight
31.3,64.4,4.1,2.4,0.2,male,21,164.0,58.8,21.9,0.585,0.712,0.795,0.8,0.8,young,normal
16.0,44.8,2.1,1.4,0.67,male,42,172.3,59.8,20.1,0.75,0.8959999999999999,0.895,0.8833333333333333,0.32999999999999996,middle,normal
16.3,62.2,0.1,10.1,0.88,female,30,188.0,94.7,26.8,0.665,0.756,0.995,0.05833333333333332,0.12,middle,overweight
30.6,41.8,8.0,3.1,0.9,female,50,173.8,59.2,19.6,0.72,0.836,0.6,0.6416666666666667,0.09999999999999998,senior,normal
16.6,83.7,1.6,3.4,0.66,female,33,174.8,61.2,20.0,0.68,0.32599999999999996,0.92,0.6166666666666667,0.33999999999999997,middle,normal
23.2,80.9,5.9,11.5,0.55,female,59,164.3,51.4,19.0,0.99,0.3819999999999999,0.705,0.0,0.44999999999999996,senior,normal
33.5,59.1,8.8,4.5,0.36,female,83,175.7,74.4,24.1,0.375,0.818,0.5599999999999999,0.525,0.54,elderly,normal
33.5,42.7,4.1,0.1,0.98,male,72,171.1,69.0,23.6,0.275,0.8540000000000001,0.795,0.9916666666666667,0.0,elderly,normal
23.6,40.5,2.6,3.4,0.35,female,59,154.1,52.9,22.3,0.97,0.81,0.87,0.6166666666666667,0.65,senior,normal
33.8,22.3,11.6,1.4,0.76,female,51,177.9,56.6,17.9,0.5600000000000002,0.44600000000000006,0.32000000000000006,0.7833333333333333,0.24,senior,underweight
35.2,77.1,14.2,1.2,0.56,male,47,179.7,93.0,28.8,0.28999999999999987,0.4580000000000001,0.29000000000000004,0.9,0.43999999999999995,middle,overweight
29.6,51.5,1.5,0.9,0.63,female,30,178.0,70.5,22.3,0.7699999999999999,0.97,0.925,0.8250000000000001,0.37,middle,normal
16.9,42.8,2.3,7.1,0.42,male,30,170.3,71.5,24.7,0.7949999999999999,0.856,0.885,0.4083333333333333,0.5800000000000001,middle,normal
18.2,53.0,14.4,2.3,0.97,female,35,160.4,71.6,27.8,0.76,0.94,0.18000000000000002,0.7083333333333334,0.030000000000000027,middle,overweight
19.4,77.3,0.6,4.3,0.59,male,49,146.9,90.9,42.1,0.9199999999999999,0.25400000000000006,0.97,0.6416666666666666,0.41000000000000003,middle,obese
13.5,28.7,14.7,10.3,0.94,female,56,171.6,54.3,18.4,0.525,0.5740000000000001,0.165,0.0416666666666666,0.06000000000000005,senior,underweight
18.2,80.0,0.1,5.1,0.06,female,63,180.8,64.1,19.6,0.76,0.4,0.995,0.475,0.84,senior,normal
16.3,82.8,13.1,11.0,0.59,male,46,180.0,67.5,20.8,0.765,0.3440000000000001,0.345,0.08333333333333337,0.41000000000000003,middle,normal
23.7,86.3,4.6,6.0,0.73,male,79,178.2,44.2,13.9,0.9650000000000001,0.274,0.77,0.5,0.17,elderly,underweight
37.3,47.8,14.1,4.8,0.76,male,79,169.3,56.3,19.6,0.08500000000000014,0.956,0.29500000000000004,0.6000000000000001,0.13999999999999999,elderly,normal
13.1,35.2,4.8,9.0,0.91,male,74,180.9,85.7,26.2,0.605,0.7040000000000001,0.76,0.25,0.0,elderly,overweight
31.6,46.2,9.8,0.9,0.05,male,33,179.2,81.4,25.3,0.57,0.924,0.51,0.925,0.95,middle,overweight
30.6,43.3,1.2,1.1,0.05,male,73,165.8,84.1,30.6,0.31999999999999995,0.8659999999999999,0.94,0.9083333333333333,0.85,elderly,obese
12.9,32.3,3.6,7.8,0.5,male,27,176.8,61.2,19.6,0.595,0.6459999999999999,0.8200000000000001,0.35,0.5,young,normal
37.7,62.5,11.6,5.8,0.08,male,47,164.6,63.0,23.3,0.26499999999999985,0.75,0.32000000000000006,0.5166666666666666,0.92,middle,normal
27.1,53.4,7.9,9.5,0.98,female,42,175.4,43.2,14.0,0.8949999999999999,0.932,0.605,0.10833333333333336,0.020000000000000018,middle,underweight
20.9,80.6,13.9,11.0,0.26,female,22,157.0,84.0,34.1,0.8949999999999999,0.1880000000000001,0.20499999999999993,0.0,0.74,young,obese
32.7,22.2,6.4,4.7,0.5,male,82,157.8,86.4,34.7,0.21499999999999986,0.44399999999999995,0.6799999999999999,0.6083333333333334,0.4,elderly,obese
17.7,65.1,13.0,7.2,0.11,female,66,180.6,86.3,26.5,0.735,0.6980000000000002,0.35,0.30000000000000004,0.79,elderly,overweight
30.8,73.4,6.7,6.0,0.55,female,20,179.4,94.1,29.2,0.61,0.5319999999999998,0.665,0.4,0.44999999999999996,young,overweight
11.2,73.2,14.7,11.8,0.41,female,62,176.3,76.3,24.5,0.41,0.5359999999999999,0.265,0.0,0.4900000000000001,senior,normal
35.2,82.0,14.4,10.0,0.09,female,31,170.9,93.4,32.0,0.38999999999999985,0.15999999999999998,0.28,0.06666666666666662,0.91,middle,obese
23.4,71.0,4.9,10.9,0.37,male,47,146.1,67.0,31.4,0.9800000000000001,0.38000000000000006,0.755,0.09166666666666667,0.63,middle,obese
29.1,84.9,13.3,3.1,0.42,female,35,169.3,43.5,15.2,0.7949999999999999,0.30199999999999994,0.23499999999999996,0.6416666666666667,0.5800000000000001,middle,underweight
16.6,43.3,12.7,9.3,0.99,male,79,174.5,82.9,27.2,0.78,0.8659999999999999,0.365,0.22499999999999998,0.0,elderly,overweight
30.3,55.2,3.2,3.2,0.25,female,54,164.7,42.9,15.8,0.735,0.8959999999999999,0.84,0.6333333333333334,0.75,senior,underweight
33.2,21.0,9.4,2.5,0.57,female,42,162.9,72.6,27.4,0.5899999999999999,0.42000000000000004,0.43000000000000005,0.6916666666666667,0.43000000000000005,middle,overweight
24.2,20.5,1.1,11.3,0.99,female,65,184.4,84.3,24.8,0.9400000000000001,0.41000000000000003,0.945,0.0,0.0,elderly,normal
28.5,36.8,12.6,0.2,0.8,male,82,169.4,74.9,26.1,0.525,0.736,0.37,0.9833333333333333,0.09999999999999995,elderly,overweight
23.7,27.1,2.6,11.6,0.99,female,70,174.5,104.2,34.2,0.9650000000000001,0.542,0.87,0.0,0.0,elderly,obese
36.8,38.2,1.1,1.8,0.97,male,32,177.7,40.5,12.8,0.31000000000000016,0.764,0.945,0.85,0.030000000000000027,middle,underweight
24.9,32.4,6.0,9.8,0.52,female,66,160.0,68.8,26.9,0.905,0.6479999999999999,0.7,0.08333333333333323,0.38,elderly,overweight
35.3,22.0,8.7,3.3,0.71,male,29,171.9,70.3,23.8,0.3850000000000001,0.43999999999999995,0.5650000000000001,0.7250000000000001,0.29000000000000004,young,normal
34.0,83.7,12.8,4.2,0.15,female,76,183.2,49.8,14.8,0.35,0.32599999999999996,0.26,0.5499999999999999,0.75,elderly,underweight
22.3,20.6,14.6,2.6,0.47,male,54,188.2,52.7,14.9,0.9650000000000001,0.41200000000000003,0.17,0.7833333333333333,0.53,senior,underweight
16.9,71.5,6.6,7.0,0.82,male,78,170.4,57.3,19.7,0.7949999999999999,0.5700000000000001,0.67,0.41666666666666663,0.08000000000000004,elderly,normal
22.2,30.7,0.9,4.2,0.53,female,60,167.6,53.5,19.0,0.96,0.614,0.955,0.5499999999999999,0.47,senior,normal
34.8,83.9,11.2,7.9,0.72,male,56,172.7,68.4,22.9,0.41000000000000014,0.32199999999999984,0.44000000000000006,0.3416666666666667,0.28,senior,normal
16.8,82.5,8.5,0.2,0.76,female,73,172.4,61.0,20.5,0.6900000000000001,0.35,0.575,0.8833333333333333,0.13999999999999999,elderly,normal
25.7,65.8,6.7,0.8,0.29,female,80,183.9,74.8,22.1,0.865,0.684,0.665,0.8333333333333334,0.61,elderly,normal
34.2,67.1,4.6,1.2,0.88,female,63,160.0,79.7,31.1,0.43999999999999984,0.6580000000000001,0.77,0.8,0.01999999999999999,senior,obese
20.6,20.4,7.5,5.0,0.49,female,28,167.2,78.7,28.2,0.8800000000000001,0.4079999999999999,0.625,0.4833333333333333,0.51,young,overweight
29.3,88.9,5.1,9.8,0.25,female,79,158.8,63.8,25.3,0.585,0.22199999999999986,0.745,0.08333333333333323,0.65,elderly,overweight
17.4,81.4,11.4,10.7,0.87,female,42,159.9,74.3,29.1,0.82,0.3719999999999999,0.32999999999999996,0.008333333333333387,0.13,middle,overweight
13.3,82.7,8.2,2.9,0.45,female,69,173.8,85.5,28.3,0.615,0.346,0.5900000000000001,0.6583333333333333,0.45000000000000007,elderly,overweight
33.8,66.1,13.2,6.9,0.76,female,21,178.1,76.7,24.2,0.5600000000000002,0.6780000000000002,0.3400000000000001,0.32499999999999996,0.24,young,normal
13.0,44.1,8.2,9.2,0.57,female,76,163.5,97.9,36.6,0.6,0.882,0.4900000000000001,0.1333333333333334,0.33000000000000007,elderly,obese
18.1,82.6,3.6,3.5,0.41,female,37,177.7,84.7,26.8,0.7550000000000001,0.3480000000000001,0.8200000000000001,0.6083333333333333,0.5900000000000001,middle,overweight
35.7,40.4,12.8,4.9,0.82,female,80,181.1,95.8,29.2,0.16499999999999987,0.8079999999999999,0.36,0.4916666666666666,0.08000000000000004,elderly,overweight
20.4,59.4,8.4,6.3,0.61,male,71,189.3,32.6,9.1,0.8699999999999999,0.812,0.58,0.475,0.29000000000000004,elderly,underweight
39.2,27.0,3.1,1.6,0.42,male,74,170.7,71.5,24.5,0.0,0.54,0.845,0.8666666666666667,0.4800000000000001,elderly,normal
39.4,84.5,9.4,0.3,0.15,female,58,163.6,65.1,24.3,0.2800000000000001,0.31000000000000005,0.43000000000000005,0.875,0.85,senior,normal
18.0,29.9,5.4,1.8,0.9,female,20,160.0,68.1,26.6,0.75,0.598,0.73,0.75,0.09999999999999998,young,overweight
11.2,35.7,12.7,7.5,0.08,female,23,159.0,57.9,22.9,0.41,0.7140000000000001,0.265,0.275,0.92,young,normal
31.2,59.1,6.8,0.9,0.87,female,22,182.5,75.9,22.8,0.6900000000000001,0.818,0.66,0.8250000000000001,0.13,young,normal
23.5,73.5,10.9,2.3,0.39,female,22,154.8,42.9,17.9,0.975,0.53,0.255,0.7083333333333334,0.61,young,underweight
13.0,63.4,1.4,4.1,0.66,female,71,182.2,76.1,22.9,0.5,0.732,0.93,0.5583333333333335,0.23999999999999996,elderly,normal
31.2,36.2,5.9,0.9,0.93,female,64,161.3,58.4,22.4,0.6900000000000001,0.724,0.705,0.8250000000000001,0.0,senior,normal
10.9,20.1,14.7,2.3,0.19,female,66,163.1,62.5,23.5,0.395,0.402,0.165,0.7083333333333334,0.7100000000000001,elderly,normal
36.1,73.0,12.1,10.9,0.59,male,26,168.5,76.6,27.0,0.3449999999999999,0.54,0.395,0.09166666666666667,0.41000000000000003,young,overweight
14.2,89.0,2.4,0.2,0.78,female,37,163.0,71.2,26.8,0.5599999999999999,0.21999999999999997,0.88,0.8833333333333333,0.21999999999999997,middle,overweight
13.8,76.7,4.2,7.8,0.77,male,78,179.3,85.8,26.7,0.64,0.46599999999999997,0.79,0.35,0.12999999999999998,elderly,overweight
15.3,52.2,4.9,4.6,0.55,female,52,188.1,55.5,15.7,0.615,0.956,0.755,0.5166666666666667,0.44999999999999996,senior,underweight
38.8,83.3,9.8,8.1,0.64,female,67,163.4,68.8,25.8,0.11000000000000014,0.3340000000000001,0.41000000000000003,0.22500000000000006,0.26,elderly,overweight
30.8,48.7,11.4,7.1,0.77,male,79,165.7,83.3,30.3,0.30999999999999994,0.9740000000000001,0.42999999999999994,0.4083333333333333,0.12999999999999998,elderly,obese
34.0,56.7,11.2,2.7,0.85,female,34,168.4,75.4,26.6,0.55,0.8659999999999999,0.44000000000000006,0.675,0.15000000000000002,middle,overweight
21.9,53.4,7.6,10.2,0.77,male,20,175.4,76.4,24.8,0.945,0.932,0.62,0.15000000000000002,0.22999999999999998,young,normal
20.1,51.3,12.2,5.9,0.39,female,49,168.5,86.6,30.5,0.8550000000000001,0.9740000000000001,0.39,0.4083333333333333,0.61,middle,obese
17.0,74.3,6.6,9.9,1.0,female,30,183.9,63.9,18.9,0.7,0.514,0.67,0.07499999999999993,0.0,middle,normal
24.4,56.9,1.9,4.9,0.46,male,31,181.5,60.7,18.4,0.93,0.862,0.905,0.5916666666666666,0.54,middle,underweight
26.6,42.2,8.5,11.8,0.07,female,28,158.1,78.6,31.4,0.9199999999999999,0.8440000000000001,0.475,0.0,0.9299999999999999,young,obese
29.0,38.1,14.3,9.2,0.39,male,73,175.2,67.8,22.1,0.5,0.762,0.2849999999999999,0.2333333333333334,0.51,elderly,normal
17.7,22.6,11.9,11.6,0.17,female,84,185.2,86.8,25.3,0.735,0.45200000000000007,0.405,0.0,0.73,elderly,overweight
38.5,60.8,8.7,6.2,0.17,male,46,165.1,75.5,27.7,0.225,0.784,0.5650000000000001,0.4833333333333333,0.83,middle,overweight
15.1,36.1,9.7,5.7,0.32,male,26,167.1,60.6,21.7,0.705,0.722,0.515,0.5249999999999999,0.6799999999999999,young,normal
39.0,30.4,14.0,9.1,0.1,female,84,164.7,75.1,27.7,0.1,0.608,0.20000000000000004,0.1416666666666667,0.8,elderly,overweight
10.4,65.8,6.4,10.6,0.7,female,42,164.9,56.5,20.8,0.37,0.684,0.6799999999999999,0.01666666666666669,0.30000000000000004,middle,normal
24.4,67.7,5.0,11.6,0.12,male,59,153.3,84.2,35.8,0.93,0.6459999999999999,0.75,0.033333333333333326,0.88,senior,obese
20.0,72.7,14.7,3.9,0.24,female,26,156.7,49.0,20.0,0.85,0.5459999999999999,0.165,0.5750000000000001,0.76,young,normal
23.5,55.3,13.0,9.6,0.14,female,57,170.8,88.3,30.3,0.975,0.894,0.35,0.10000000000000006,0.86,senior,obese
27.1,82.6,4.8,2.5,0.11,female,42,185.1,74.8,21.8,0.8949999999999999,0.3480000000000001,0.76,0.6916666666666667,0.89,middle,normal
23.1,85.5,7.0,6.5,0.3,male,22,163.9,67.5,25.1,0.9949999999999999,0.29000000000000004,0.65,0.45833333333333337,0.7,young,overweight
22.4,76.5,6.2,2.2,0.59,male,28,163.6,81.5,30.5,0.97,0.26999999999999996,0.69,0.8166666666666667,0.41000000000000003,young,obese
32.0,64.5,2.2,4.2,0.97,male,76,187.0,77.7,22.2,0.35,0.71,0.89,0.6499999999999999,0.0,elderly,normal
30.6,41.3,14.4,11.2,0.88,male,55,158.9,90.0,35.6,0.5199999999999999,0.826,0.18000000000000002,0.06666666666666676,0.12,senior,obese
35.0,88.8,6.1,1.8,0.88,male,22,153.4,89.8,38.2,0.3,0.024000000000000077,0.6950000000000001,0.85,0.12,young,obese
17.5,39.2,13.1,7.6,0.22,male,65,161.7,75.3,28.8,0.925,0.784,0.24499999999999997,0.3666666666666667,0.68,elderly,overweight
28.3,34.2,2.8,7.1,0.3,male,35,163.4,56.9,21.3,0.735,0.684,0.86,0.4083333333333333,0.7,middle,normal
27.6,51.0,8.2,1.4,0.12,male,54,152.5,61.9,26.6,0.7699999999999999,0.98,0.4900000000000001,0.8833333333333333,0.88,senior,overweight
21.1,24.0,0.4,3.9,0.79,male,77,168.7,68.9,24.2,0.905,0.48,0.98,0.675,0.10999999999999996,elderly,normal
24.6,88.5,11.5,6.8,0.12,female,65,179.5,86.2,26.8,0.9199999999999999,0.22999999999999998,0.42500000000000004,0.33333333333333337,0.78,elderly,overweight
19.4,61.2,8.7,2.2,0.58,male,45,157.1,63.2,25.6,0.9199999999999999,0.7759999999999999,0.4650000000000001,0.8166666666666667,0.42000000000000004,middle,overweight
14.3,59.0,9.4,9.6,0.29,female,57,170.9,64.4,22.0,0.5650000000000001,0.8200000000000001,0.53,0.10000000000000006,0.71,senior,normal
16.4,65.9,0.8,11.7,0.28,female,62,174.0,97.7,32.3,0.7699999999999999,0.6819999999999999,0.96,0.0,0.62,senior,obese
13.2,54.8,3.2,2.6,0.99,female,79,169.2,68.4,23.9,0.51,0.904,0.84,0.6833333333333333,0.0,elderly,normal
30.5,22.2,1.1,2.2,0.77,male,75,171.9,60.5,20.5,0.425,0.44399999999999995,0.945,0.8166666666666667,0.12999999999999998,elderly,normal
29.8,62.9,4.3,5.5,0.85,male,84,172.0,81.6,27.6,0.45999999999999996,0.742,0.785,0.5416666666666667,0.05000000000000002,elderly,overweight
38.5,70.1,9.4,9.0,0.59,male,73,161.9,69.2,26.4,0.025,0.5980000000000001,0.43000000000000005,0.25,0.31000000000000005,elderly,overweight
31.9,49.2,8.5,3.4,0.88,male,57,185.0,49.2,14.4,0.555,0.9840000000000001,0.575,0.7166666666666667,0.12,senior,underweight
11.6,73.0,9.2,0.2,0.66,female,57,182.5,85.6,25.7,0.43,0.54,0.54,0.8833333333333333,0.33999999999999997,senior,overweight
36.5,35.9,8.2,6.5,0.95,male,50,181.9,58.8,17.8,0.325,0.718,0.5900000000000001,0.45833333333333337,0.050000000000000044,senior,underweight
35.9,35.5,4.1,11.5,0.32,male,23,180.1,70.7,21.8,0.3550000000000001,0.71,0.795,0.04166666666666663,0.6799999999999999,young,normal
23.3,31.3,3.7,4.7,0.62,male,36,154.3,69.0,29.0,0.985,0.626,0.815,0.6083333333333334,0.38,middle,overweight
27.6,46.0,2.1,5.0,0.71,male,57,179.3,73.5,22.9,0.7699999999999999,0.92,0.895,0.5833333333333333,0.29000000000000004,senior,normal
39.3,79.3,12.7,11.6,0.42,male,76,176.6,37.1,11.9,0.0,0.41400000000000003,0.265,0.033333333333333326,0.4800000000000001,elderly,underweight
26.0,78.0,9.2,8.3,0.89,female,76,154.6,65.0,27.2,0.85,0.43999999999999995,0.44000000000000006,0.20833333333333323,0.009999999999999981,elderly,overweight
37.2,46.8,2.8,8.6,0.98,male,65,167.9,86.9,30.8,0.18999999999999986,0.9359999999999999,0.86,0.2833333333333333,0.0,elderly,obese
12.5,61.2,2.7,6.8,0.52,female,58,172.8,89.0,29.8,0.575,0.7759999999999999,0.865,0.33333333333333337,0.48,senior,overweight
15.7,70.5,13.1,11.7,0.42,male,30,186.6,55.1,15.8,0.735,0.5900000000000001,0.24499999999999997,0.025000000000000022,0.5800000000000001,middle,underweight
23.2,36.9,11.1,8.3,0.5,female,62,177.2,83.8,26.7,0.99,0.738,0.44500000000000006,0.20833333333333323,0.4,senior,overweight
27.5,31.8,9.9,10.7,0.86,male,70,161.4,58.6,22.5,0.775,0.636,0.405,0.10833333333333339,0.04000000000000001,elderly,normal
34.5,88.0,6.1,8.4,0.66,male,59,187.0,64.4,18.4,0.425,0.24,0.6950000000000001,0.29999999999999993,0.33999999999999997,senior,underweight
39.6,63.2,3.9,8.8,0.09,female,80,170.4,65.2,22.5,0.06999999999999992,0.736,0.8049999999999999,0.1666666666666666,0.81,elderly,normal
21.7,88.7,14.7,3.5,0.57,female,44,167.4,71.6,25.6,0.9349999999999999,0.22599999999999998,0.265,0.6083333333333333,0.43000000000000005,middle,overweight
11.4,43.6,12.0,3.6,0.07,female,55,166.7,85.0,30.6,0.52,0.872,0.4,0.6,0.9299999999999999,senior,obese
34.0,69.2,4.5,9.4,0.79,male,77,153.8,74.0,31.3,0.15,0.6159999999999999,0.775,0.21666666666666667,0.10999999999999996,elderly,obese
28.1,35.6,12.7,3.6,0.36,female,24,168.9,68.1,23.9,0.845,0.712,0.365,0.6,0.64,young,normal
16.0,38.3,11.4,6.8,0.5,male,22,175.0,84.5,27.6,0.75,0.7659999999999999,0.42999999999999994,0.43333333333333335,0.5,young,overweight
24.8,55.8,4.5,3.0,0.81,male,62,166.1,58.0,21.0,0.9099999999999999,0.8840000000000001,0.775,0.75,0.08999999999999994,senior,normal
32.3,42.4,6.4,9.8,0.09,female,75,174.2,68.8,22.7,0.43500000000000016,0.848,0.6799999999999999,0.08333333333333323,0.81,elderly,normal
33.1,31.7,2.8,1.3,0.2,female,48,161.4,84.9,32.6,0.49499999999999994,0.634,0.86,0.7916666666666666,0.8,middle,obese
25.0,38.4,1.7,10.0,0.43,male,40,168.6,77.9,27.4,0.9,0.768,0.915,0.16666666666666663,0.5700000000000001,middle,overweight
19.2,22.5,10.8,7.2,0.27,male,59,173.2,63.0,21.0,0.9099999999999999,0.44999999999999996,0.45999999999999996,0.4,0.73,senior,normal
39.2,69.3,4.0,2.2,0.37,female,27,171.9,47.3,16.0,0.28999999999999987,0.6140000000000001,0.8,0.7166666666666667,0.63,young,underweight
29.9,54.4,12.3,6.5,1.0,female,49,153.9,74.7,31.5,0.7550000000000001,0.912,0.28500000000000003,0.3583333333333334,0.0,middle,obese
22.2,26.6,14.9,3.4,0.83,female,70,165.6,46.3,16.9,0.96,0.532,0.155,0.6166666666666667,0.07000000000000003,elderly,underweight
18.4,32.0,1.1,3.9,0.89,male,47,186.8,66.8,19.1,0.8699999999999999,0.64,0.945,0.675,0.10999999999999999,middle,normal
31.9,27.2,7.1,4.2,0.94,male,56,165.1,87.7,32.2,0.45500000000000007,0.544,0.645,0.6499999999999999,0.06000000000000005,senior,obese
17.3,62.9,12.0,0.8,0.37,male,48,170.2,79.0,27.3,0.8150000000000001,0.742,0.4,0.9333333333333333,0.63,middle,overweight
15.2,26.6,11.8,11.8,0.33,male,19,169.1,39.6,13.8,0.71,0.532,0.30999999999999994,0.016666666666666607,0.6699999999999999,young,underweight
25.9,72.8,11.4,0.4,0.27,male,29,185.7,73.0,21.2,0.8550000000000001,0.544,0.42999999999999994,0.9666666666666667,0.73,young,normal
18.7,21.4,5.2,7.9,0.84,male,56,182.9,65.2,19.5,0.885,0.42799999999999994,0.74,0.3416666666666667,0.16000000000000003,senior,normal
28.9,37.5,6.8,4.5,0.7,female,83,178.1,50.9,16.0,0.6050000000000001,0.75,0.66,0.525,0.20000000000000004,elderly,underweight
13.5,82.3,8.9,7.8,0.27,male,30,160.3,75.0,29.2,0.725,0.3540000000000001,0.45499999999999996,0.35,0.73,middle,overweight
